"","Event","t2","s1","s2","totSamp","na.rm","year","totCatch","length","t1","sTot","sCPM"
"70","1994T04006",0,0,0,NA,TRUE,1994,979.759519,1,0,0,0
"71","1994T04007",0,0,0,NA,TRUE,1994,1482.339865,1.01,0,0,0
"72","1994T04008",0,0,0,NA,TRUE,1994,596.927558,1.03,0,0,0
"73","1994T04009",0,0,0,NA,TRUE,1994,1067.756438,1.1,0,0,0
"74","1994T04010",0,0,0,NA,TRUE,1994,1198.391041,1.03,0,0,0
"75","1994T04011",0,0,0,166.072219,TRUE,1994,1176.618607,1.01,1010.546388,0,0
"76","1994T04012",0,0,0,NA,TRUE,1994,889.948229,1,0,0,0
"77","1994T04013",0,0,0,NA,TRUE,1994,5896.70081,1.03,0,0,0
"78","1994T04014",0,0,0,NA,TRUE,1994,1461.928208,0.98,0,0,0
"79","1994T04015",0,0,0,NA,TRUE,1994,931.678727,1,0,0,0
"80","1994T04016",0,0,0,NA,TRUE,1994,1163.010836,1.02,0,0,0
"81","1995T04001",0,0,0,NA,TRUE,1995,575.155125,1.04,0,0,0
"82","1995T04002",0,0,0,NA,TRUE,1995,859.103948,1.01,0,0,0
"83","1995T04003",0,0,0,NA,TRUE,1995,379.203221,1.07,0,0,0
"84","1995T04004",0,0,0,260.262317,TRUE,1995,1167.54676,1,907.284443,0,0
"85","1995T04005",52.302343,0,0,103.629557,TRUE,1995,1913.252616,1.06,1809.623059,0,0
"86","1995T04006",0,0,0,242.88537,TRUE,1995,943.472129,1.02,700.586759,0,0
"87","1995T04007",71.678267,0,0,119.759056,TRUE,1995,1036.004973,1.04,916.245917,0,0
"88","1995T04008",51.70953,0,0,NA,TRUE,1995,1075.921101,1.05,0,0,0
"89","1995T04009",22.679618,0,0,NA,TRUE,1995,1202.01978,1,0,0,0
"90","1995T04010",0,0,0,405.965167,TRUE,1995,903.556001,1.01,497.590834,0,0
"91","1995T04011",0,0,0,175.540245,TRUE,1995,1964.962146,0.95,1789.421901,0,0
"92","1995T04012",0,0,0,279.814412,TRUE,1995,919.885326,1.01,640.070914,0,0
"93","1996T04001",0,0,0,NA,TRUE,1996,417.30498,1,0,0,0
"94","1996T04002",0,0,0,145.058837,TRUE,1996,625.050285,1.02,479.991448,0,0
"95","1996T04003",0,0,0,126.238243,TRUE,1996,488.518982,1.03,362.280739,0,0
"96","1996T04004",0,0,0,24.135304,TRUE,1996,113.398092,1.05,89.262788,0,0
"97","1996T04005",0,0,0,78.017883,TRUE,1996,384.646329,1,306.628446,0,0
"98","1996T04006",0,0,0,157.39655,TRUE,1996,912.627848,0.99,755.231298,0,0
"99","1996T04007",0,0,0,181.890536,TRUE,1996,1152.124619,1.03,970.234083,0,0
"100","1996T04008",0,0,0,213.18841,TRUE,1996,762.942366,0.94,549.753956,0,0
"101","1996T04009",0,0,0,289.391929,TRUE,1996,720.304683,1.04,430.912754,0,0
"102","1996T04010",0,0,0,338.379903,TRUE,1996,176.901024,0.97,0,0,0
"103","1996T04011",101.60469,0,0,745.222031,TRUE,1996,1185.690455,0.97,440.468424,0,0
"104","1996T04012",0,0,0,128.820229,TRUE,1996,780.178876,0.63,651.358647,0,0
"105","1996T04013",0,0,0,516.524325,TRUE,1996,874.526089,0.93,358.001764,0,0
"106","1996T04014",0,0,0,NA,TRUE,1996,3156.09571,0.98,0,0,0
"107","1996T04018",0,0,0,105.233428,TRUE,1996,601.463482,0.45,496.230054,0,0
"108","1996T04019",0,0,0,127.234144,TRUE,1996,860.011133,0.98,732.776989,0,0
"109","1997T04001",0,0,0,NA,TRUE,1997,1042.355266,1.03,0,0,0
"110","1997T04002",0,0,0,NA,TRUE,1997,389.182253,1.06,0,0,0
"111","1997T04003",0,0,0,NA,TRUE,1997,596.927558,1.09,0,0,0
"112","1997T04004",0,0,0,NA,TRUE,1997,497.137237,1.03,0,0,0
"113","1997T04005",0,0,0,493.962087,TRUE,1997,843.681808,1.04,349.719721,0,0
"114","1997T04006",0,0,0,NA,TRUE,1997,1455.124322,1.06,0,0,0
"115","1997T04007",0,0,0,241.311135,TRUE,1997,834.60996,1.04,593.298825,0,0
"116","1997T04008",0,0,0,NA,TRUE,1997,849.124916,1,0,0,0
"117","1997T04009",0,0,0,97.264878,TRUE,1997,516.188117,1.07,418.923239,0,0
"118","1997T04010",0,0,0,76.203514,TRUE,1997,241.31114,1.06,165.107626,0,0
"119","1997T04011",0,0,0,NA,TRUE,1997,612.349699,1,0,0,0
"120","1997T04012",0,0,0,132.44897,TRUE,1997,561.547354,1,429.098384,0,0
"121","1997T04013",0,0,0,174.633059,TRUE,1997,1812.55511,1,1637.922051,0,0
"122","1997T04014",0,0,0,207.291711,TRUE,1997,672.223892,1.05,464.932181,0,0
"123","1997T04015",376.689192,0,0,432.934642,TRUE,1997,1636.56127,1.1,1203.626628,0,0
"124","1997T04023",0,0,0,203.867227,TRUE,1997,636.843687,1.03,432.97646,0,0
"125","2002T04009",50.773312,0,0,326.150285,TRUE,2002,556.104245,1,229.95396,0,0
"126","2002T04011",74.911961,0,0.2,154.48703,TRUE,2002,2932.021079,1.01,2777.534049,7.61546212893826,7.54006151380026
"127","2002T04012",61.045819,0,0.907184,136.942151,TRUE,2002,410.047502,0.7,273.105351,4.96572246831974,7.09388924045677
"128","2002T04013",23.840101,0,0,NA,TRUE,2002,1289.109515,1.03,0,0,0
"129","2002T04014",62.049189,0,0,497.194268,TRUE,2002,840.053069,1.02,342.858801,0,0
"130","2002T04015",56.483897,0,0,453.26644,TRUE,2002,941.65776,0.97,488.39132,0,0
"131","2002T04016",55.912344,0,0,1192.745836,TRUE,2002,1993.084873,1,800.339037,0,0
"132","2002T04017",67.682297,0,0.9,566.677176,TRUE,2002,1019.675647,1,452.998471,6.92371139827007,6.92371139827007
"133","2002T04018",49.923605,0,0,187.844613,TRUE,2002,827.352482,0.76,639.507869,0,0
"134","2002T04019",355.397973,0,0,872.693272,TRUE,2002,1381.642359,1,508.949087,0,0
"135","2002T04020",60.913266,0,0,206.81282,TRUE,2002,688.553217,1.01,481.740397,0,0
"136","2002T04021",62.138005,0,0,167.270385,TRUE,2002,348.35894,1.01,181.088555,0,0
"137","1998T04001",50.142974,0,0.02,175.376557,TRUE,1998,764.756735,1,589.380178,0.255079865027551,0.255079865027551
"138","1998T04005",150.354255,0,0,430.78482,TRUE,1998,851.84647,0.97,421.06165,0,0
"139","1998T04006",122.135541,0,0.6,344.8958,TRUE,1998,754.777703,1,409.881903,2.61357557174942,2.61357557174942
"140","1998T04010",185.613156,0,1.2,NA,TRUE,1998,562.454538,0.96,0,1.2,1.25
"141","1998T04011",53.736292,0,0,NA,TRUE,1998,433.634305,0.92,0,0,0
"142","1998T04012",34.84991,0,0,118.267796,TRUE,1998,201.395012,1,83.127216,0,0
"143","1998T04013",55.07642,0,0.3,216.476561,TRUE,1998,347.451755,1.02,130.975194,1.01341888597698,0.993547927428407
"144","1998T04014",64.13419,0,0,216.098115,TRUE,1998,445.427707,0.99,229.329592,0,0
"145","1998T04015",69.109236,0,0,246.181519,TRUE,1998,856.382394,1.01,610.200875,0,0
"146","1998T04016",32.942725,0,0,517.695752,TRUE,1998,546.125213,0.84,28.4294610000001,0,0
"147","1998T04017",68.393898,0,0,232.943173,TRUE,1998,646.822719,1,413.879546,0,0
"148","1998T04018",63.909528,0,0,NA,TRUE,1998,690.367587,1.02,0,0,0
"149","1998T04019",83.789632,0,0,NA,TRUE,1998,791.065093,1.02,0,0,0
"150","1998T04020",73.40982,0,0,NA,TRUE,1998,815.559081,1.04,0,0,0
"151","1998T04022",80.59633,0,0,218.10802,TRUE,1998,1523.163178,1,1305.055158,0,0
"152","1998T04023",67.838268,0,0,189.979465,TRUE,1998,454.045962,0.96,264.066497,0,0
"153","1999T04001",47.701642,0,0,195.075568,TRUE,1999,514.373747,1.03,319.298179,0,0
"154","1999T04002",0,0,0,152.579065,TRUE,1999,151.499851,1.03,0,0,0
"155","1999T04003",36.72218,0,0,187.162104,TRUE,1999,401.882839,0.99,214.720735,0,0
"156","1999T04004",58.04545,0,0,258.418018,TRUE,1999,413.676241,1.01,155.258223,0,0
"157","1999T04005",57.739267,0,0,276.817192,TRUE,1999,573.794348,1.01,296.977156,0,0
"158","1999T04006",125.111273,0,0,637.434724,TRUE,1999,961.615824,0.97,324.1811,0,0
"159","1999T04007",65.467297,0,0,940.596974,TRUE,1999,1310.881949,1,370.284975,0,0
"160","1999T04008",60.917974,0,0,409.151765,TRUE,1999,551.568321,1.01,142.416556,0,0
"161","1999T04009",69.497299,0,0,550.540839,TRUE,1999,888.13386,1,337.593021,0,0
"162","1999T04010",63.13856,0,0,400.921281,TRUE,1999,1261.893973,1,860.972692,0,0
"163","1999T04011",61.081226,0,0,NA,TRUE,1999,918.978141,1,0,0,0
"164","1999T04014",59.435449,0,0,365.083108,TRUE,1999,794.693832,1.01,429.610724,0,0
"165","1999T04015",67.540737,0,0,138.396503,TRUE,1999,1387.992652,1.02,1249.596149,0,0
"166","1999T04018",52.050789,0,0,561.365499,TRUE,1999,361.966711,0.9,0,0,0
"167","1999T04019",63.041082,0,0,547.276175,TRUE,1999,867.268611,1.01,319.992436,0,0
"168","1999T04020",49.747197,0,0,381.851573,TRUE,1999,596.927558,1.01,215.075985,0,0
"169","2000T04001",64.962928,0,0.17,218.786755,TRUE,2000,791.065093,0.68,572.278338,1.66758208958808,2.45232660233541
"170","2000T04006",63.502926,0,0,331.632422,TRUE,2000,637.297279,0.99,305.664857,0,0
"171","2000T04008",69.419484,0,0,284.422262,TRUE,2000,573.340755,1,288.918493,0,0
"172","2000T04009",68.964484,0,0,464.932656,TRUE,2000,1295.006216,1.01,830.07356,0,0
"173","2000T04010",57.028266,0,0.26,308.318435,TRUE,2000,623.235916,1.02,314.917481,1.69575372009382,1.66250364715081
"174","2000T04013",69.11654,0,0,NA,TRUE,2000,634.122133,1.01,0,0,0
"175","2000T04014",62.59419,0,0,350.781748,TRUE,2000,527.074333,0.99,176.292585,0,0
"176","2000T04015",62.713898,0,0,287.242118,TRUE,2000,544.310844,1.02,257.068726,0,0
"177","2000T04016",72.198853,0,0,396.313802,TRUE,2000,1034.190603,1.01,637.876801,0,0
"178","2000T04017",69.281857,0,0,257.976278,TRUE,2000,383.739145,1,125.762867,0,0
"179","2000T04018",60.414571,0,0.03,176.109845,TRUE,2000,339.287092,0.97,163.177247,0.111028753973938,0.114462632962823
"180","2000T04019",57.88752,0,0.08,214.726107,TRUE,2000,380.110406,1,165.384299,0.30855952232882,0.30855952232882
"181","2000T04020",71.856669,0,0,NA,TRUE,2000,1095.879165,1.02,0,0,0
"182","2000T04021",58.624866,0,0.11,1243.857355,TRUE,2000,1363.498664,1.01,119.641309,0.334487404201487,0.331175647724244
"183","2000T04022",59.525853,0,0.045359,NA,TRUE,2000,1096.78635,1,0,0.045359,0.045359
"184","2000T04023",65.364191,0,0,153.003923,TRUE,2000,481.715096,1,328.711173,0,0
"185","2001T04001",65.871539,0,0.4,195.79177,TRUE,2001,542.496474,1.01,346.704704,2.5053384163379,2.48053308548307
"186","2001T04005",44.546572,0,0,142.565335,TRUE,2001,409.140317,1.02,266.574982,0,0
"187","2001T04008",67.326373,0,0,241.830693,TRUE,2001,547.939582,1.01,306.108889,0,0
"188","2001T04009",47.772215,0,0,NA,TRUE,2001,342.915831,1.02,0,0,0
"189","2001T04010",31.469101,0,0,77.481926,TRUE,2001,245.847064,1.01,168.365138,0,0
"190","2001T04011",65.298018,0,0,210.167183,TRUE,2001,1114.930045,1.01,904.762862,0,0
"191","2001T04012",62.90419,0,0.23,118.054495,TRUE,2001,672.223892,1,554.169397,2.25623960836313,2.25623960836313
"192","2001T04014",57.872345,0,0,244.634432,TRUE,2001,673.131077,1.02,428.496645,0,0
"193","2001T04015",53.00875,0,0.48,286.155224,TRUE,2001,522.53841,1.01,236.383186,2.62047547395477,2.59453017223245
"194","2001T04016",51.853604,0,0.15,NA,TRUE,2001,442.706153,1.01,0,0.15,0.148514851485149
"195","2001T04017",60.106711,0,0.31,147.662851,TRUE,2001,363.78108,0.99,216.118229,1.42462846453202,1.43901865104245
"196","2001T04018",67.71254,0,0,237.572102,TRUE,2001,858.196764,1.01,620.624662,0,0
"197","2001T04019",49.834864,0,0,225.871517,TRUE,2001,613.256884,1.01,387.385367,0,0
"198","2001T04020",57.250157,0,0,651.011401,TRUE,2001,957.0799,1.01,306.068499,0,0
"199","2001T04021",61.179822,0,0,338.428055,TRUE,2001,1802.576078,1,1464.148023,0,0
"200","2001T04022",0,0,0,137.534744,TRUE,2001,1087.714503,0.74,950.179759,0,0
"201","2002T04001",55.537973,0,0,367.352335,TRUE,2002,585.134157,1.01,217.781822,0,0
"202","2002T04005",66.759819,0,0,NA,TRUE,2002,552.475506,0.8,0,0,0
"203","2003T04001",65.155744,0,0,319.060283,TRUE,2003,531.610257,1,212.549974,0,0
"204","2003T04002",68.59637,0,0.907184,277.319488,TRUE,2003,1163.010836,1,885.691348,12.6204134295461,12.6204134295461
"205","2003T04003",112.88272,0,0.31,507.699425,TRUE,2003,2212.169988,1.01,1704.470563,4.99083932182003,4.94142507110894
"206","2003T04004",26.917985,0,0,305.266512,TRUE,2003,392.810992,0.67,87.54448,0,0
"207","2003T04005",107.782794,0,0.907184,240.681761,TRUE,2003,2322.392934,1,2081.711173,18.4284877135299,18.4284877135299
"208","2003T04006",72.328852,0,0,537.483841,TRUE,2003,986.109812,1.01,448.625971,0,0
"209","2003T04008",59.25045,0,0.21,339.281381,TRUE,2003,673.131077,1.01,333.849696,1.39325575856386,1.37946114709293
"210","2003T04009",70.916851,0,0.25,NA,TRUE,2003,1211.091627,1.01,0,0.25,0.247524752475248
"211","2003T04010",74.546038,0,0,486.634311,TRUE,2003,774.735767,1.01,288.101456,0,0
"212","2003T04011",107.457019,0,0.76,218.733553,TRUE,2003,839.145884,1,620.412331,5.1479252928094,5.1479252928094
"213","2003T04012",66.300113,0,0,523.771216,TRUE,2003,523.445594,0.87,0,0,0
"214","2003T04013",67.281375,0,0.71,214.455297,TRUE,2003,633.214948,1,418.759651,5.12904393615618,5.12904393615618
"215","2003T04014",52.177342,0,0,202.612819,TRUE,2003,990.645736,0.96,788.032917,0,0
"216","2003T04015",50.574787,0,0.45,163.892099,TRUE,2003,440.891783,0.81,276.999684,2.91466401924738,3.59835064104614
"217","2003T04016",70.346036,0,0,370.959811,TRUE,2003,888.13386,1.01,517.174049,0,0
"218","2003T04020",71.519544,0,0.12,504.646661,TRUE,2003,1083.178579,1.02,578.531918,1.09069732659369,1.06931110450362
"219","2004T04001",67.329836,0,1,408.044108,TRUE,2004,842.774623,1,434.730515,7.45672915347663,7.45672915347663
"220","2004T04002",64.41419,0,0,494.657026,TRUE,2004,1143.959957,1,649.302931,0,0
"221","2004T04003",75.642968,0,0.3,NA,TRUE,2004,667.687968,1,0,0.3,0.3
"222","2004T04004",43.285585,0,0,384.127223,TRUE,2004,866.361426,0.97,482.234203,0,0
"223","2004T04005",61.479821,0,0.27,204.973453,TRUE,2004,510.745008,0.99,305.771555,1.61285231328178,1.62914375078968
"224","2004T04006",62.734819,0,0,623.145583,TRUE,2004,764.756735,0.98,141.611152,0,0
"225","2004T04007",47.941495,0,0,NA,TRUE,2004,1145.774326,0.89,0,0,0
"226","2004T04008",63.215744,0,0,333.578828,TRUE,2004,1088.621688,0.99,755.04286,0,0
"227","2004T04009",75.230407,0,0,289.876001,TRUE,2004,526.167149,1.02,236.291148,0,0
"228","2004T04010",72.843561,0,0.2,NA,TRUE,2004,1202.01978,1,0,0.2,0.2
"229","2004T04011",41.003018,0,0,523.147079,TRUE,2004,1035.097788,1.01,511.950709,0,0
"230","2004T04012",94.730158,0,0,NA,TRUE,2004,1033.283418,1.07,0,0,0
"231","2004T04014",82.19633,0,1,420.317686,TRUE,2004,1515.9057,1.01,1095.588014,14.3289164370234,14.1870459772509
"232","2004T04015",69.744853,0,1.3,807.915632,TRUE,2004,1578.501447,1,770.585815,15.6632327893787,15.6632327893787
"233","2004T04022",66.214559,0,0,440.927603,TRUE,2004,871.804535,1,430.876932,0,0
"234","2004T04023",60.24482,0,0.22,177.664464,TRUE,2004,1436.073443,1,1258.408979,4.81541542957552,4.81541542957552
"235","2005T04001",68.08,0,0,616.18,TRUE,2005,1230,1.01,613.82,0,0
"236","2005T04002",78.63,0,0,NA,TRUE,2005,1402,1,0,0,0
"237","2005T04003",68.702,0,0.2,242.012,TRUE,2005,608,0.99,365.988,1.26543623184187,1.27821841600189
"238","2005T04004",92.56,0,0,NA,TRUE,2005,1162,1,0,0,0
"239","2005T04005",50.93,0,0.12,133.98,TRUE,2005,994,0.61,860.02,2.14635774592578,3.51861925561603
"240","2005T04006",71.43,0,2.41,483.03,TRUE,2005,962,1,478.97,18.570124597508,18.570124597508
"241","2005T04007",88.14,0,1.3,NA,TRUE,2005,1820,1.01,0,1.3,1.28712871287129
"242","2005T04010",82.22,0,0,272.571262,TRUE,2005,984,0.99,711.428738,0,0
"243","2005T04011",54.103,0,0.76,130.803,TRUE,2005,772,1.02,641.197,9.76707391457036,9.57556266134349
"244","2005T04015",46.46,0,0.59,280.157708,TRUE,2005,580,1,299.842292,4.39772604993543,4.39772604993543
"245","2005T04016",59.19,0,0.13,147.647378,TRUE,2005,482,1.01,334.352622,0.864344329447542,0.855786464799546
"246","2005T04017",63.34,0,3.9,507.37,TRUE,2005,1022,1,514.63,35.5870382065046,35.5870382065046
"247","2005T04018",89.13,0,2,403.555136,TRUE,2005,546,1.03,142.444864,5.19633936946034,5.04498967908771
"248","2005T04019",63.802,0,3.04,312.045612,TRUE,2005,808,1,495.954388,26.6709416557475,26.6709416557475
"249","2005T04022",67.12,0,1.24,579.234541,TRUE,2005,1026,1,446.765459,9.49371229380214,9.49371229380214
"250","2006T04001",54.24,0,0.57,325.84,TRUE,2006,976,1,650.16,7.40243362831858,7.40243362831858
"251","2006T04002",57.23,0,2.17,730.07,TRUE,2006,1284,1,553.93,23.1734614712563,23.1734614712563
"252","2006T04003",62.84,0,2.85,254.78,TRUE,2006,848,1,593.22,29.7544716740929,29.7544716740929
"253","2006T04004",61.34,0,1.13,NA,TRUE,2006,884,1,0,1.13,1.13
"254","2006T04006",65.23,0,0.01,554.38,TRUE,2006,716,0.76,161.62,0.0347769431243293,0.045759135689907
"255","2006T04007",58.19,0,0.65,108.79,TRUE,2006,588,0.85,479.21,6.0029214641691,7.0622605460813
"256","2006T04008",102.01,0,0,173.13035,TRUE,2006,1098,1,924.86965,0,0
"257","2006T04010",139.11,0,1.2,408.022483,TRUE,2006,1336,1,927.977517,9.2049818158292,9.2049818158292
"258","2006T04011",71.95,0,1.4,684.45,TRUE,2006,1162,1,477.55,10.6921473245309,10.6921473245309
"259","2006T04012",152,0,0.55,418.9,TRUE,2006,2976,0.99,2557.1,9.80266447368421,9.90168128654971
"260","2006T04013",50.8,0,14,272.3,TRUE,2006,580,1,307.7,98.7992125984252,98.7992125984252
"261","2006T04014",68.365,0,0.7,141.895,TRUE,2006,596,1,454.105,5.34965260001463,5.34965260001463
"262","2006T04016",0,0,0,145.59,TRUE,2006,126,1,0,0,0
"263","2006T04021",59.53,0,6,540.03,TRUE,2006,658,0.65,117.97,17.8901394254998,27.5232914238458
"264","2006T04022",70,0,2.74,235.52,TRUE,2006,646,0.98,410.48,18.80736,19.1911836734694
"265","2006T04023",70.63,0,0.36,704.19,TRUE,2006,1432,0.71,727.81,4.06963613195526,5.73188187599332
"266","2006T04024",57.62,0,1.38,322.37,TRUE,2006,1026,0.99,703.63,18.2319507115585,18.4161118298571
"267","2007T04001",68.725,0,4.5,709.645,TRUE,2007,911.5,1.02,201.855,17.717133503092,17.3697387285216
"268","2007T04005",53.345,0,0.6,355.635,TRUE,2007,491,1,135.365,2.12252319805043,2.12252319805043
"269","2007T04007",49.5,0,0,331.46,TRUE,2007,581,0.99,249.54,0,0
"270","2007T04008",42.35,0,0,1277.65,TRUE,2007,1344,1,66.3499999999999,0,0
"271","2007T04009",68.72,0,3.3,331.07,TRUE,2007,654,1,322.93,18.8074068684517,18.8074068684517
"272","2007T04010",77.63,0,0,414.21,TRUE,2007,1121,1.01,706.79,0,0
"273","2007T04011",55.82,0,0,309.02,TRUE,2007,914,1,604.98,0,0
"274","2007T04012",67.995,0,1.23,391.645,TRUE,2007,761,0.99,369.355,7.91147143172292,7.99138528456861
"275","2007T04013",63.87,0,1.75,261.461876,TRUE,2007,526,1,264.538124,8.99818720839205,8.99818720839205
"276","2007T04014",47.488636,0,2.04,194.488636,TRUE,2007,422,1.01,227.511364,11.8133525671279,11.6963886803246
"277","2007T04015",60.41,0,0.75,225.54,TRUE,2007,402,1,176.46,2.9407796722397,2.9407796722397
"278","2007T04016",69.23,0,0.35,348.578713,TRUE,2007,694,1,345.421287,2.09631591001011,2.09631591001011
"279","2007T04017",112.89,0,0.75,364.74,TRUE,2007,1984,0.99,1619.26,11.5077730534148,11.6240131852675
"280","2007T04021",71.935,0,0.3,197.335,TRUE,2007,1217,0.99,1019.665,4.55244317786891,4.59842745239284
"281","2007T04022",50.59,0,0.45,296.82,TRUE,2007,629,0.91,332.18,3.40475390393358,3.74148780652042
"282","2007T04023",66.54,0,0.4,289.6,TRUE,2007,1073,1,783.4,5.10934776074542,5.10934776074542
"283","2008T04001",56.46,0,0.4,198.65,TRUE,2008,608,1,409.35,3.30010626992561,3.30010626992561
"284","2008T04002",49.853,0,2.3,301.843,TRUE,2008,972,1,670.157,33.2181212765531,33.2181212765531
"285","2008T04003",48.731,0,0.3,281.831,TRUE,2008,834,1.03,552.169,3.69928792760255,3.59154167728403
"286","2008T04005",66.94,0,12,383.12,TRUE,2008,867,1,483.88,98.7427547057066,98.7427547057066
"287","2008T04006",67.26,0,5.5,425.06,TRUE,2008,859,1.02,433.94,40.9842402616711,40.1806277075207
